484	¡¡¡Conflicto de fechas!!! Verifique fecha 9	Date conflict !!!! Check date 9	
485	¡¡¡Conflicto de fechas!!! Verifique fecha 10	Date conflict !!!! Check date 10	
486	¡¡¡Conflicto de fechas!!! Verifique fecha 11	Date conflict !!!! Check date 11	
487	¡¡¡Conflicto de fechas!!! Verifique fecha 12	Date conflict !!!! Check date 12	
488	¡¡¡Conflicto de fechas!!! Verifique fecha 13	Date conflict !!!! Check date 13	
489	¡Solo se permiten períodos entre 1 y 13!	Only periods between 1 and 13 are allowed!	
490	¿Está seguro de que desea cancelar los cambios?	Are you sure you want to cancel the changes?	
491	¡No hay asientos para conciliar!	No items to reconcile!	
492	¡Esta no es una cuenta de ingresos/gastos!	This is not an income / expense account!	
493	¡Esta cuenta contiene subcuentas!	This account contains sub-accounts!	
494	¿Desea crear este artículo de inventario?	Do you wish to create this stock item?	
495	¡Error al actualizar factura! ¡Restaurar copia de seguridad!	Error posting invoice! Please restore backup!	
496	Seleccione un Informe del Usuario	Select a user report	
497	Unidades en Inventario	Units of stock	
498	Descripción de Precios de Venta	Selling price descriptions	
499	Coste de Ventas	Cost of sales	
500	¿Desea ejecutar la verificación de integridad de datos antes de la copia?	Do you want to run the data integrity check before making the backup?	
501	¿Desea continuar con la copia?	Do you wish to continue with the backup?	
502	¡¡¡ERROR FATAL DE ARCHIVO 11!!!	!!! FATAL FILE ERROR 11 !!!	
503	¡Esta fecha no coincide con el año actual! Debe estar dentro del año	This date is out of the current year! It must be between	
504	y	and	
505	¿Desea imprimir esta factura ahora?	Do you wish to print this Invoice now?	
506	Advertencia: hay	Warning there are	
507	artículos disponibles	items on hand.	
508	¿Está seguro de que desea eliminar todas las entradas de esta factura?	Are you sure you want to clear all the entries in this Invoice?	
509	¡Descuento inválido! ¡El importe debe ser positivo!	Invalid discount! Amount must be positive!	
510	¿Desea ejecutar la verificación de integridad de datos antes de la copia?	Do you want to run the Data Integrity Check before making the backup?	
511	¡Copia completada!	Backup completed!	
512	¡ADVERTENCIA! Esto sobrescribirá su empresa actual. ¿Está seguro de continuar?	WARNING this will overwrite your current Set of Books! Are you sure you want to continue?	
513	¡Inserte el disco de copia en la unidad y continúe, o cancele ahora!	Please insert your backup disk in the drive and continue, or cancel the operation now.	
514	¡Restauración completada!	Restore completed!	
515	Esta copia de <@APPNAME@> no está registrada. ¿Desea registrarla ahora?	This copy of <@APPNAME@> is not registered! Do you wish to register it now?	
516	¡Esto eliminará toda su información! ¿Está seguro?	This will delete all your information! Are you sure you want to do this?	
517	¡Terminado!	Finished!	
518	¡Este directorio no contiene una empresa!	This directory does not contain a Set of Books!	
519	¡Esto afectará gravemente su empresa! ¿Está seguro de borrarla?	This will seriously affect your Set of Books! Are you sure you want to clear this Set of Books?	
520	¡Complete el formulario de registro!	Please complete the registration form!	
521	¡Código de desbloqueo inválido!	Invalid unlocking code!	
522	¿Desea cancelar el registro?	Do you wish to cancel registration?	
523	¡Esta cuenta tiene transacciones! ¿Desea transferirlas a otra cuenta?	This account has transactions! Do you wish to transfer the transactions to another account?	
524	¡No puede transferir a esta cuenta porque tiene subcuentas!	You cannot transfer to this account! It has sub-accounts!	
525	¡Cuenta eliminada!	Account deleted!	
526	¡Este cliente tiene transacciones! ¿Desea transferirlas a otro cliente?	This debtor has transactions! Do you wish to transfer the transactions to another debtor?	
527	¡Este proveedor tiene transacciones! ¿Desea transferirlas a otro proveedor?	This creditor has transactions! Do you wish to transfer the transactions to another creditor?	
528	¡Esta cuenta bancaria tiene transacciones! ¿Desea transferirlas a otra cuenta?	This bank account has transactions! Do you wish to transfer the transactions to another bank account?	
529	¡Esta cuenta de impuestos tiene transacciones! ¿Desea transferirlas a otra cuenta?	This tax account has transactions! Do you wish to transfer the transactions to another tax account?	
530	Advertencia: hay	Warning, there are	
531	Diarios sin registrar y	Unposted journals and	
532	Diarios sin registrar	Unposted journals	
533	documentos sin registrar	Unposted documents	
534	Propiedades	Properties	
535	Cambios en las propiedades de la empresa	Change Set of Books properties	
536	Introduzca el nombre de la empresa	Enter the name of the Set of Books	
537	Introduzca la ruta donde se guarda la empresa	Enter the path where the books are stored	
538	Cambios	Change	
539	Una empresa abierta llamada	A Set of Books called	
540	Asistente de Creación	Creation wizard	
541	Seleccione una empresa de la lista o haga clic en Examinar para seleccionar la empresa que desea copiar	Please select a Set of Books from the list below, or click Browse button to select the Set of Books you wish to copy in a folder elsewhere on your system.	
542	Examinar	Browse	
543	Finalizar	Finish	
544	Bienvenido al Asistente de Creación de Empresas de <@APPNAME@>. Seleccione una opción y haga clic en Siguiente, o en Cancelar para cancelar	Welcome to the <@APPNAME@> Set of Books Creation Wizard. Please select an option and click on the Next button, or click on the Cancel button to cancel the creation of a new Set of Books.	
545	¿Qué desea hacer?	Do you wish to:	
546	¿Convertir de una versión anterior de TurboCASH (v 2.01, 2.02, 2.03)?	Convert from an older TurboCASH (v 2.01, 2.02, 2.03)?	
547	¿Copiar una empresa existente?	Copy an existing Set of Books?	
548	¿Desea que <@APPNAME@> le ayude a crear la empresa?	Let <@APPNAME@> help you to create a Set of Books?	
549	¿Crear su Empresa (Avanzado)?	Customise your own Set of Books (Advanced)?	
550	¿Convertir TurboCASH3 a <@APPNAME@>?	Convert TurboCASH3 to <@APPNAME@>?	
551	Siguiente >>	Next >>	
552	Control de Proveedores	Creditors control	
553	Control de Clientes	Debtors control	
554	Resultados Acumulados	Retained earnings	
555	Creando conjunto de cuentas...	Creating set of accounts...	
556	Introduzca el número de períodos de su ejercicio fiscal y la fecha de	You now need to type in the number of periods there are in your financial year and the date of the start of the year!	
557	Haga clic en Finalizar para especificar su:	Please click Finish to specify your:	
558	¡Este directorio no contiene la compañía, o la compañía está dañada!	This directory does not contain a Set of Books, or the Set of Books is damaged!	
559	¡Debe seleccionar una compañía o directorio para copiar!	You have to choose a Set of Books or directory to copy	
560	Creando la compañía...	Creating Set of Books...	
561	Creando cuentas requeridas...	Creating required accounts...	
562	Creando cuentas requeridas (Control de Acreedores)...	Creating required accounts (Creditors control)...	
563	Creando cuentas requeridas (Control de Deudores)...	Creating required accounts (Debtors control)...	
564	Creando cuentas requeridas (Resultados Acumulados)...	Creating required accounts (Retained earnings)...	
565	Convirtiendo compañías...	Converting Set of Books...	
566	Leyendo datos desde Peachtree, Pastel...	Reading data from Pastel...	
567	Convirtiendo variables del sistema Peachtree, Pastel...	Converting Pastel system variables...	
568	Convirtiendo cuentas de Peachtree, Pastel...	Converting Pastel accounts...	
569	Convirtiendo inventario de Peachtree, Pastel...	Converting Pastel stock...	
570	Convirtiendo diarios de Peachtree, Pastel...	Converting Pastel journals...	
571	Por favor seleccione la carpeta de datos de Peachtree, Pastel	Please select a Pastel data folder	
572	Por favor seleccione una compañía anterior para convertir de la siguiente lista.	Please select an old Set of Books to convert from the list below.	
573	Por favor seleccione de la lista de datos de Peachtree, Pastel para ser convertidos.	Please select Pastel Partner Data to convert from the list below.	
574	Seleccione un directorio	Pick a directory	
575	N°	Number	
576	Fechas de reporte	Reporting dates	
577	Fecha de inicio	Start date	
578	Publicar en año anterior	Post to other years	
579	Termina en	Ends on	
580	Abrir para publicación	Open for posting	
581	Etiqueta personalizada de Digidan	*Translate : Enter your details	
582	&Cliente Servidor	&Client server	
583	&Preferencias	&Preferences	
584	&Parámetros del Sistema	&System parameters	
585	&Control de Acceso	&Access control	
586	&Ayuda	&Help	
587	Ingreso de factura	Invoice entry	
588	Error	Error	
589	Advertencia: ¡Esta fecha no coincide con las fechas de reporte de este año o el anterior!	Warning, this date does not fall into any of this or last year's reporting dates!	
590	¡Este diario no es válido!	This journal does not validate!	
591	está fuera de balance por	is out of balance by	
592	Línea	Line	
593	Permitir ambos	Allow both	
594	¡El diario contiene transacciones que se registran en el año anterior!	Journal contains transactions posting to last year!	
595	¿Desea continuar con la publicación?	Do you want to continue posting?	
596	¡No se puede publicar en la cuenta principal que contiene subcuentas!	Cannot post to main account containing Sub-accounts!	
597	¡La cuenta no existe! ¿Desea crearla?	Account does not exist! Do you wish to create it?	
598	¡No hay datos para importar!	No data to import!	
599	Ingrese mes y año para entradas recurrentes hasta	Enter month and year to repeat entries to	
600	Período	Period	
601	Año	Year	
